GivenName,Surname,Gender,Age,Kilograms,Centimeters,BloodType,StateFull
Cauã,Almeida,male,55,98.0,184,A+,São Paulo
Tomás,Barros,male,81,94.2,165,O+,Minas Gerais
Sophia,Carvalho,female,70,82.9,161,O+,Ceará
Matilde,Pereira,female,57,59.9,159,A+,Pará
João,Cavalcanti,male,25,74.0,180,B+,Paraná
Kai,Carvalho,male,71,103.0,174,O+,São Paulo
Arthur,Goncalves,male,24,77.5,168,O+,Rio de Janeiro
Douglas,Costa,male,74,78.3,178,A+,Goiás
Kauã,Correia,male,64,65.2,179,B+,São Paulo
Laura,Oliveira,female,32,65.5,169,B+,Goiás
Luiz,Barbosa,male,84,67.6,179,O+,São Paulo
Evelyn,Ferreira,female,26,52.3,172,O-,São Paulo
Gabriela,Correia,female,83,60.4,164,O+,São Paulo
Sophia,Rodrigues,female,83,51.2,165,A+,Goiás
Luan,Martins,male,78,72.3,184,B+,São Paulo
Mateus,Barbosa,male,80,92.5,177,A+,Pernambuco
Ágatha,Melo,female,29,84.3,160,O+,Rio de Janeiro
Felipe,Fernandes,male,85,81.8,163,O-,São Paulo
Joao,Carvalho,male,35,77.3,176,A+,Pará
Carolina,Lima,female,83,48.8,154,A+,Rio Grande do Norte
André,Fernandes,male,31,62.2,169,A+,São Paulo
Nicole,Ferreira,female,70,74.8,170,B+,São Paulo
Marina,Pinto,female,55,93.3,172,O+,São Paulo
Sophia,Silva,female,56,100.5,160,O+,Bahia
Enzo,Costa,male,75,105.7,184,A+,Alagoas
Daniel,Azevedo,male,49,74.5,178,A+,Rio Grande do Sul
Paulo,Barros,male,37,75.3,170,O+,São Paulo
Igor,Costa,male,81,65.8,182,A+,Rio de Janeiro
Isabela,Martins,female,21,69.5,168,A+,Distrito Federal
Manuela,Gomes,female,84,87.2,170,A+,Pará
Carlos,Rocha,male,61,74.8,168,O+,Rio Grande do Sul
Matheus,Araujo,male,65,104.0,185,B+,Santa Catarina
Martim,Fernandes,male,85,75.1,181,A+,São Paulo
Matilde,Barros,female,27,74.5,167,A+,Rio Grande do Norte
Júlio,Cavalcanti,male,35,85.4,181,O+,São Paulo
Vinícius,Costa,male,23,67.5,169,O+,Rio de Janeiro
Vitoria,Cavalcanti,female,59,71.0,166,A+,Espírito Santo
Kai,Rocha,male,37,65.4,181,O+,Rio Grande do Sul
Lara,Silva,female,43,105.6,167,B+,Bahia
Matheus,Azevedo,male,60,112.8,172,O+,São Paulo
Júlia,Correia,female,80,102.5,152,O+,Minas Gerais
Beatriz,Cunha,female,75,74.2,167,O+,São Paulo
Matilde,Melo,female,53,104.6,170,A+,Piauí
Murilo,Silva,male,76,98.4,163,A+,Pernambuco
Manuela,Santos,female,85,48.6,151,B+,São Paulo
Martim,Cavalcanti,male,78,86.4,167,A+,São Paulo
Marcos,Azevedo,male,29,94.6,168,O+,Espírito Santo
Danilo,Araujo,male,26,64.4,182,A-,Rio Grande do Norte
Gabrielly,Araujo,female,54,85.8,162,A+,São Paulo
Miguel,Azevedo,male,44,84.0,177,B-,Alagoas
João,Santos,male,29,93.6,180,O+,Paraná
Brenda,Cavalcanti,female,70,63.6,171,AB+,São Paulo
Nicolash,Cavalcanti,male,21,103.0,174,A+,Distrito Federal
Emily,Barbosa,female,81,54.2,162,A+,Pernambuco
Carla,Sousa,female,23,59.2,175,B+,São Paulo
Gabriela,Silva,female,35,65.8,171,A+,São Paulo
Vinicius,Rodrigues,male,27,89.5,188,O+,Rio de Janeiro
Marisa,Martins,female,27,66.6,159,A+,Santa Catarina
Melissa,Martins,female,74,58.3,156,B+,Espírito Santo
Carlos,Goncalves,male,76,98.1,166,O+,Minas Gerais
Bianca,Fernandes,female,69,74.8,151,O+,São Paulo
Fernanda,Correia,female,74,76.9,155,O+,São Paulo
Breno,Rocha,male,71,80.4,168,A+,Amazonas
Júlia,Barros,female,48,86.7,163,O+,Rio de Janeiro
Matheus,Silva,male,52,69.5,169,AB+,Minas Gerais
Emily,Sousa,female,53,65.9,160,B+,São Paulo
Alex,Martins,male,77,101.9,174,AB+,Pará
Otávio,Azevedo,male,73,60.4,163,B+,Rio de Janeiro
Amanda,Silva,female,69,71.5,165,A+,Paraná
Marcos,Dias,male,21,109.0,182,B+,São Paulo
Tânia,Oliveira,female,27,55.0,172,O-,Paraíba
Vitoria,Correia,female,45,78.5,169,A+,São Paulo
Murilo,Alves,male,35,93.0,172,AB+,Rio de Janeiro
Carlos,Dias,male,25,58.2,175,O+,Rio de Janeiro
Kaua,Melo,male,49,64.3,167,O+,Rio de Janeiro
Livia,Castro,female,42,103.7,167,O+,Minas Gerais
Luís,Azevedo,male,25,105.3,180,O+,São Paulo
Beatriz,Fernandes,female,36,77.6,175,B+,Roraima
Arthur,Barros,male,26,75.5,177,O+,Espírito Santo
Anna,Goncalves,female,30,76.5,157,A-,São Paulo
Alex,Rodrigues,male,82,60.9,167,O+,Rio de Janeiro
Letícia,Costa,female,80,79.0,154,A+,Minas Gerais
Tiago,Almeida,male,47,82.5,179,O+,Pernambuco
Julieta,Cavalcanti,female,66,83.1,159,A+,Rio Grande do Norte
Mateus,Martins,male,38,107.8,176,AB+,Piauí
Gabriel,Melo,male,66,86.4,184,O+,Paraná
Fernanda,Pinto,female,49,84.3,164,AB+,Minas Gerais
Luis,Rodrigues,male,20,76.1,177,B+,Pará
Eduarda,Goncalves,female,25,89.5,172,A+,Paraná
Julia,Correia,female,46,82.5,173,AB+,Ceará
Ryan,Melo,male,22,65.5,190,A+,Mato Grosso
Bianca,Barros,female,67,61.9,155,A+,Minas Gerais
Anna,Rodrigues,female,46,85.7,165,O+,Pernambuco
Marina,Fernandes,female,74,69.8,161,AB+,São Paulo
Luana,Ribeiro,female,40,95.8,167,O+,Piauí
Isabelle,Castro,female,71,58.7,164,AB+,Espírito Santo
Ryan,Ribeiro,male,31,67.5,179,AB+,São Paulo
Igor,Sousa,male,42,99.9,181,B+,Paraná
Melissa,Rocha,female,38,93.3,163,A+,Pernambuco
Evelyn,Azevedo,female,74,88.2,156,B+,Piauí
Vitor,Silva,male,52,74.4,181,O+,São Paulo
Vitória,Souza,female,46,97.5,163,O+,São Paulo
Marisa,Pereira,female,36,74.7,154,O+,Minas Gerais
Júlia,Lima,female,34,79.8,166,O+,Mato Grosso do Sul
Raissa,Oliveira,female,67,57.7,164,O+,Bahia
Gabrielle,Cardoso,female,19,55.3,155,B+,Paraná
Julieta,Gomes,female,71,87.1,159,A+,Rio de Janeiro
Camila,Azevedo,female,30,71.6,171,O+,São Paulo
Carla,Cardoso,female,33,88.6,159,O+,Rio de Janeiro
Carla,Cardoso,female,68,69.3,153,O+,São Paulo
Tomás,Silva,male,80,94.2,162,O+,Pernambuco
Sarah,Castro,female,45,103.1,172,A+,Espírito Santo
Bruna,Rodrigues,female,32,68.3,168,A+,São Paulo
Breno,Sousa,male,54,72.4,172,A+,São Paulo
Tânia,Dias,female,74,89.0,159,O+,São Paulo
Luís,Rodrigues,male,56,89.5,183,B+,Rio Grande do Sul
André,Carvalho,male,68,64.3,172,A+,São Paulo
Gabriel,Barros,male,34,102.4,178,O+,São Paulo
Daniel,Gomes,male,82,85.1,182,A+,Goiás
Gabriela,Barbosa,female,35,49.0,172,B+,Paraíba
Thaís,Sousa,female,71,57.1,158,O+,Pernambuco
Alex,Martins,male,75,83.7,184,O+,Bahia
Alice,Ferreira,female,38,54.4,163,B+,Rio de Janeiro
Giovana,Goncalves,female,67,80.0,162,A+,Rio Grande do Sul
Lavinia,Pereira,female,36,81.7,159,B+,Rio de Janeiro
Luan,Cunha,male,68,63.7,173,A+,Minas Gerais
Diego,Cardoso,male,75,90.6,164,O+,Piauí
Julian,Cardoso,male,56,112.9,174,B-,São Paulo
Letícia,Souza,female,69,74.1,153,O+,Ceará
Davi,Costa,male,45,102.5,178,A-,São Paulo
Lavinia,Martins,female,59,58.0,167,AB+,Bahia
Rafaela,Cavalcanti,female,49,68.4,156,O+,São Paulo
Vinícius,Correia,male,54,100.6,178,A+,São Paulo
Isabelle,Correia,female,75,62.6,166,B+,São Paulo
Rafaela,Araujo,female,21,76.5,154,A+,Minas Gerais
Igor,Araujo,male,42,106.2,185,A-,Minas Gerais
André,Rocha,male,46,69.9,184,B+,Ceará
José,Souza,male,42,100.8,177,O+,São Paulo
Sofia,Ferreira,female,24,89.3,162,O+,São Paulo
Gabrielly,Sousa,female,51,65.2,153,O+,Paraná
José,Barros,male,58,103.7,173,O-,Distrito Federal
Alex,Pinto,male,48,83.2,186,B+,Rio Grande do Sul
Rebeca,Pinto,female,64,89.7,165,A+,Mato Grosso do Sul
Danilo,Fernandes,male,79,96.0,166,B+,Santa Catarina
Nicole,Martins,female,52,95.5,163,A+,Minas Gerais
Brenda,Gomes,female,66,83.3,153,B+,São Paulo
Joao,Ribeiro,male,75,103.8,178,O+,São Paulo
Giovanna,Melo,female,56,61.9,171,B+,Amazonas
Clara,Sousa,female,26,66.1,166,O+,Distrito Federal
Gustavo,Fernandes,male,43,106.4,185,O+,Rio de Janeiro
Anna,Santos,female,27,96.5,161,O+,Rio Grande do Sul
Leonardo,Costa,male,59,66.3,181,B+,Rio de Janeiro
Kauan,Ribeiro,male,51,94.3,188,B+,São Paulo
Otávio,Cardoso,male,54,92.3,187,B+,Rio de Janeiro
Emily,Cardoso,female,55,86.4,161,O+,Maranhão
Danilo,Barros,male,22,72.2,186,B+,Alagoas
Diego,Carvalho,male,76,84.4,175,B+,Rio Grande do Sul
Júlio,Melo,male,78,92.3,173,A+,Bahia
Vinícius,Castro,male,36,104.0,176,A+,Pará
Emilly,Gomes,female,19,83.9,163,O-,Rio de Janeiro
Eduarda,Azevedo,female,19,69.0,168,O+,São Paulo
Carolina,Carvalho,female,76,59.7,151,O+,São Paulo
Tânia,Cunha,female,44,69.1,163,B+,São Paulo
Martim,Souza,male,42,115.5,174,O+,Rio Grande do Sul
Thaís,Lima,female,71,83.8,170,O+,Minas Gerais
Ana,Alves,female,54,98.1,156,A+,Mato Grosso do Sul
Emily,Barbosa,female,50,86.4,168,O+,Paraná
Estevan,Goncalves,male,66,89.0,165,O+,São Paulo
Breno,Dias,male,79,89.5,184,A+,São Paulo
Beatrice,Santos,female,34,69.3,162,O+,São Paulo
Aline,Costa,female,64,84.7,157,O+,São Paulo
Vitoria,Carvalho,female,53,85.8,153,AB+,São Paulo
Bianca,Lima,female,67,93.0,160,O+,Minas Gerais
Daniel,Oliveira,male,33,103.4,178,B+,Santa Catarina
Larissa,Silva,female,83,84.8,154,B+,Paraíba
Matheus,Cunha,male,40,100.4,170,A+,Pará
Evelyn,Gomes,female,46,63.1,174,AB+,Paraná
Gabrielly,Fernandes,female,27,56.8,164,A-,Amazonas
Tânia,Santos,female,34,84.3,158,A+,Minas Gerais
Eduarda,Rocha,female,29,50.1,157,B+,São Paulo
Martim,Azevedo,male,59,96.4,175,B+,Goiás
Felipe,Barros,male,76,65.3,174,B+,Rio Grande do Norte
Vinícius,Pinto,male,42,97.6,171,A+,Minas Gerais
Clara,Ribeiro,female,76,48.1,152,O+,Maranhão
José,Gomes,male,47,75.6,186,B+,São Paulo
Rebeca,Melo,female,62,77.5,158,A+,Espírito Santo
Mateus,Fernandes,male,78,74.8,173,A+,São Paulo
Evelyn,Carvalho,female,25,86.6,165,AB+,Minas Gerais
Beatriz,Cavalcanti,female,57,100.4,157,O+,Espírito Santo
Guilherme,Cavalcanti,male,26,112.0,176,O+,Santa Catarina
Julieta,Rocha,female,81,87.4,152,A+,Minas Gerais
Diego,Souza,male,69,107.6,176,O+,Santa Catarina
Carolina,Alves,female,37,94.4,154,A+,São Paulo
Rodrigo,Rocha,male,73,77.8,176,O+,São Paulo
Antônio,Martins,male,55,110.2,176,O+,São Paulo
Kauê,Silva,male,59,96.0,183,A+,Santa Catarina
Antônio,Sousa,male,50,99.2,184,B+,Paraná
Luan,Costa,male,27,75.4,177,AB+,Rio Grande do Sul
Amanda,Rocha,female,66,92.2,156,O+,Paraná
Vitória,Goncalves,female,42,101.0,173,O-,Distrito Federal
Guilherme,Carvalho,male,77,63.1,166,AB+,Rio de Janeiro
Luis,Oliveira,male,65,86.5,171,B+,São Paulo
Ryan,Azevedo,male,50,72.7,183,B+,São Paulo
Enzo,Cavalcanti,male,42,68.2,184,A+,Pernambuco
Breno,Ferreira,male,83,82.0,163,O+,Espírito Santo
Thaís,Ribeiro,female,50,63.2,158,O+,Rondônia
Tiago,Cunha,male,42,69.4,167,O+,São Paulo
Eduardo,Azevedo,male,35,105.8,187,B+,Minas Gerais
Emily,Rocha,female,31,88.8,163,A+,Pará
Paulo,Pinto,male,38,93.8,169,B-,Rio de Janeiro
Rebeca,Cardoso,female,54,104.7,165,A+,Minas Gerais
Laura,Rocha,female,60,63.2,172,A+,Pernambuco
Kauan,Cardoso,male,40,81.7,179,O-,São Paulo
Fernanda,Ribeiro,female,74,99.4,152,A+,São Paulo
Vinicius,Barros,male,65,85.1,170,O+,Maranhão
Leonor,Melo,female,29,56.5,169,B+,Paraná
Julieta,Ferreira,female,69,86.0,168,B+,Pará
Kai,Barbosa,male,27,80.8,174,B+,São Paulo
Eduarda,Ferreira,female,28,93.1,166,B+,Paraná
Kauê,Barros,male,54,76.5,175,O+,São Paulo
Kaua,Oliveira,male,33,72.1,179,O+,São Paulo
Leonor,Sousa,female,56,98.6,154,AB+,Rio de Janeiro
Mariana,Almeida,female,82,55.6,170,B+,Rio de Janeiro
Luis,Castro,male,69,65.6,164,B+,São Paulo
Isabela,Araujo,female,66,60.1,163,B+,São Paulo
Igor,Melo,male,27,79.9,168,B+,Minas Gerais
Douglas,Ribeiro,male,21,67.2,171,A+,São Paulo
Vitór,Ribeiro,male,81,78.9,180,A+,Pernambuco
Brenda,Lima,female,54,97.7,167,A-,São Paulo
Anna,Souza,female,75,68.6,163,O+,Pernambuco
Carla,Fernandes,female,78,96.0,160,A-,Paraíba
Anna,Dias,female,62,79.5,168,O+,São Paulo
Bruna,Pereira,female,70,68.3,155,AB+,São Paulo
Luiza,Silva,female,51,54.9,167,B+,São Paulo
Gabrielle,Martins,female,76,78.9,160,O+,Distrito Federal
Murilo,Martins,male,52,75.4,178,O+,Paraíba
Thaís,Souza,female,77,58.4,168,B+,São Paulo
Otávio,Cunha,male,26,63.5,182,B+,Rio Grande do Sul
Gabriela,Oliveira,female,82,74.9,150,B+,Piauí
André,Rodrigues,male,57,70.8,177,AB+,Rio de Janeiro
Nicolash,Gomes,male,64,98.9,182,A-,Minas Gerais
Eduardo,Fernandes,male,57,104.1,176,A+,São Paulo
Maria,Cavalcanti,female,25,95.2,157,O+,Paraná
Yasmin,Barros,female,85,90.5,160,O+,Rio Grande do Sul
Ana,Correia,female,41,92.2,165,O+,São Paulo
Mateus,Pinto,male,79,89.7,165,O+,Paraná
Antônio,Pereira,male,53,74.7,183,O+,Rio Grande do Norte
Mateus,Barros,male,44,107.2,188,B+,Piauí
Carlos,Ribeiro,male,58,78.4,176,AB+,Santa Catarina
Ágatha,Castro,female,63,75.3,152,O+,Rio Grande do Sul
Fernanda,Souza,female,70,53.5,166,AB+,Rio Grande do Sul
Fábio,Azevedo,male,27,75.0,177,O+,Ceará
Ryan,Cardoso,male,55,97.0,168,A-,Distrito Federal
Fábio,Rocha,male,67,94.2,164,B+,Rio de Janeiro
Alice,Goncalves,female,30,83.8,172,O+,Santa Catarina
Eduarda,Cavalcanti,female,38,76.8,173,A-,Mato Grosso
Sofia,Castro,female,72,91.2,151,O+,Rio de Janeiro
Carla,Cunha,female,83,76.5,164,B+,São Paulo
Camila,Souza,female,58,66.2,171,O+,Minas Gerais
Samuel,Oliveira,male,73,83.6,171,O+,São Paulo
Felipe,Barbosa,male,70,72.4,183,A+,Rio de Janeiro
Erick,Martins,male,48,73.1,188,B+,Espírito Santo
Júlio,Santos,male,55,86.7,175,O+,Distrito Federal
Nicole,Barros,female,80,51.0,170,B+,Pernambuco
Sofia,Cunha,female,43,68.4,173,A+,Maranhão
Brenda,Dias,female,69,50.1,167,AB+,São Paulo
Rafaela,Gomes,female,22,73.9,158,B+,São Paulo
Lavinia,Goncalves,female,25,96.0,168,B+,Bahia
Marcos,Barbosa,male,30,77.7,184,B+,Espírito Santo
Giovanna,Almeida,female,40,67.0,170,O+,Rio Grande do Sul
Thiago,Souza,male,42,100.1,179,B+,Paraná
Julian,Goncalves,male,26,97.8,171,O+,São Paulo
Rebeca,Souza,female,45,60.7,168,O+,Rio Grande do Sul
Otávio,Fernandes,male,56,103.5,175,B+,Espírito Santo
Tânia,Azevedo,female,45,81.4,173,B+,Pernambuco
Giovanna,Cunha,female,71,79.3,163,O+,São Paulo
Vinicius,Cunha,male,40,71.2,184,AB+,São Paulo
Samuel,Sousa,male,35,63.6,171,B+,Mato Grosso
Joao,Dias,male,40,89.0,181,B+,Rio de Janeiro
Danilo,Dias,male,82,101.0,171,O+,Rio de Janeiro
Yasmin,Lima,female,51,94.0,172,O+,Rio de Janeiro
Julia,Souza,female,19,55.2,175,O+,Ceará
Sofia,Cavalcanti,female,74,60.6,165,A+,São Paulo
Antônio,Silva,male,38,70.3,182,B+,Paraná
Nicolas,Rocha,male,65,105.5,180,O+,Minas Gerais
José,Cardoso,male,39,70.2,188,B+,Tocantins
Kai,Ferreira,male,20,69.5,178,AB+,Rio Grande do Sul
Giovanna,Araujo,female,85,60.5,151,AB+,Mato Grosso
Estevan,Ferreira,male,40,89.0,187,O+,Paraná
Miguel,Ribeiro,male,55,67.9,174,A+,São Paulo
Vinicius,Oliveira,male,85,97.0,171,O+,São Paulo
Marcos,Almeida,male,23,80.3,175,A-,São Paulo
Luiz,Cunha,male,44,65.7,174,B+,Pernambuco
Manuela,Cavalcanti,female,78,54.6,150,O+,Minas Gerais
Kauê,Almeida,male,70,85.6,182,O+,Rio de Janeiro
Sarah,Goncalves,female,27,89.8,173,B+,São Paulo
Luan,Alves,male,44,67.1,173,B+,Rio de Janeiro
Vitória,Ribeiro,female,74,68.3,154,O+,Ceará
Enzo,Ribeiro,male,32,101.3,180,B+,Paraná
Kauê,Azevedo,male,85,68.4,166,A+,Espírito Santo
Luan,Cunha,male,83,62.2,165,O+,Paraná
Lucas,Rocha,male,22,82.2,177,A+,São Paulo
Vitór,Pereira,male,81,78.3,164,A+,Rio de Janeiro
Nicolas,Castro,male,53,100.6,184,A+,Rio de Janeiro
Felipe,Sousa,male,31,98.4,170,B+,São Paulo
Marina,Azevedo,female,43,78.7,165,A+,São Paulo
Gabriela,Almeida,female,30,87.2,159,A+,Minas Gerais
Leonardo,Azevedo,male,44,116.2,183,B+,Amazonas
Mateus,Almeida,male,53,115.3,184,O+,Distrito Federal
Thiago,Cunha,male,56,75.6,172,B+,Paraíba
Nicole,Cunha,female,46,53.3,159,B+,Rio de Janeiro
Sofia,Souza,female,32,100.2,172,B+,São Paulo
Vinicius,Goncalves,male,52,106.0,185,B+,Bahia
Fernanda,Ribeiro,female,62,72.6,172,A+,Rio Grande do Sul
Joao,Ferreira,male,51,110.4,175,AB+,Rio Grande do Sul
Isabella,Lima,female,22,46.8,169,B+,Minas Gerais
Lara,Cavalcanti,female,37,101.1,157,O+,Santa Catarina
Kauã,Fernandes,male,82,90.9,178,A+,São Paulo
Luana,Carvalho,female,73,82.5,159,A+,Pernambuco
Isabelle,Fernandes,female,70,91.1,171,O+,Mato Grosso
Vitória,Costa,female,59,52.1,167,A+,Rio Grande do Sul
Daniel,Costa,male,84,93.0,178,A+,Minas Gerais
Giovana,Souza,female,27,55.1,173,O+,São Paulo
Luan,Alves,male,55,73.1,185,B+,São Paulo
Aline,Azevedo,female,20,56.2,162,B+,Rio de Janeiro
Pedro,Goncalves,male,40,83.8,180,O+,São Paulo
Gabriela,Azevedo,female,70,88.0,171,B+,São Paulo
Leila,Ribeiro,female,44,80.1,160,O+,Rio de Janeiro
Daniel,Melo,male,65,85.2,174,A-,São Paulo
Caio,Pinto,male,63,64.7,167,O+,Pará
Kauê,Santos,male,58,110.7,168,O-,Pernambuco
Larissa,Oliveira,female,32,71.9,175,O-,Amazonas
Luan,Souza,male,24,86.5,176,A+,Goiás
Bruno,Ferreira,male,76,63.6,182,B+,Rio de Janeiro
Gabriela,Fernandes,female,23,82.3,168,B+,São Paulo
Maria,Goncalves,female,82,93.2,159,O+,São Paulo
Eduarda,Cavalcanti,female,54,63.8,161,O+,Paraná
Yasmin,Martins,female,35,87.4,156,A+,Mato Grosso do Sul
Samuel,Cavalcanti,male,51,67.6,171,O+,Paraná
Larissa,Castro,female,75,65.5,152,A+,Santa Catarina
José,Correia,male,83,73.4,162,A+,São Paulo
Otávio,Melo,male,78,95.4,180,B+,São Paulo
Raissa,Rocha,female,37,60.5,166,A+,São Paulo
Evelyn,Barros,female,51,68.6,167,O+,Pernambuco
Isabella,Pinto,female,84,93.9,154,O+,São Paulo
Joao,Barros,male,42,105.7,178,O+,Distrito Federal
Estevan,Azevedo,male,26,102.4,184,A+,Goiás
Renan,Ferreira,male,63,102.7,170,A+,São Paulo
Guilherme,Santos,male,60,102.5,173,B+,Minas Gerais
Julieta,Silva,female,33,70.3,156,A+,São Paulo
Luana,Cardoso,female,28,88.0,167,AB+,Rio Grande do Sul
Brenda,Dias,female,23,59.0,165,B+,São Paulo
Isabela,Souza,female,80,90.8,170,A+,São Paulo
Estevan,Almeida,male,60,88.9,187,B+,Pernambuco
Marina,Ferreira,female,54,83.8,170,O+,Rio Grande do Sul
Rafaela,Sousa,female,30,52.3,172,O+,Pernambuco
João,Silva,male,26,66.3,175,A+,Minas Gerais
Gustavo,Rodrigues,male,84,73.5,179,B+,Rio de Janeiro
Ana,Alves,female,39,61.0,169,B+,Maranhão
André,Azevedo,male,32,73.9,189,B+,Pará
Marisa,Melo,female,31,97.9,166,O+,Piauí
Rafael,Pinto,male,42,117.0,176,A+,Minas Gerais
Estevan,Dias,male,34,89.5,173,AB+,Pernambuco
Lucas,Oliveira,male,35,67.6,183,B+,Minas Gerais
Livia,Azevedo,female,81,64.4,160,A+,São Paulo
Luan,Dias,male,56,64.7,171,B+,São Paulo
Tânia,Lima,female,45,57.0,154,A+,Minas Gerais
Beatrice,Costa,female,24,95.7,154,B+,Rio Grande do Sul
Enzo,Barbosa,male,48,79.2,173,O+,Rio Grande do Sul
Gabrielly,Dias,female,27,87.3,159,A+,Rio Grande do Sul
Gabriela,Goncalves,female,28,79.9,154,A+,Rio Grande do Sul
Gustavo,Azevedo,male,47,79.2,176,O+,Piauí
Laura,Almeida,female,34,84.9,162,O+,Alagoas
Isabella,Dias,female,23,74.7,174,O+,Rio de Janeiro
Brenda,Rocha,female,77,102.6,163,A+,Acre
Júlia,Ribeiro,female,68,96.9,167,O+,Santa Catarina
Igor,Carvalho,male,81,67.9,173,B+,Rio de Janeiro
Larissa,Martins,female,19,75.6,158,O+,Paraíba
Giovanna,Rodrigues,female,38,57.5,158,A+,Minas Gerais
Arthur,Lima,male,50,91.2,171,B+,São Paulo
Diogo,Barros,male,79,73.3,164,O+,São Paulo
Pedro,Azevedo,male,54,107.7,173,B+,São Paulo
Kauê,Castro,male,75,73.8,180,B-,Bahia
Carla,Rocha,female,44,78.8,173,A+,São Paulo
Caio,Souza,male,38,75.1,189,B+,Pernambuco
Carolina,Azevedo,female,74,94.0,161,O+,Santa Catarina
Murilo,Azevedo,male,79,87.5,181,O+,Bahia
Rodrigo,Rodrigues,male,54,103.5,188,O+,Pará
Anna,Sousa,female,29,63.7,168,B+,São Paulo
Matilde,Santos,female,48,95.4,174,A+,Mato Grosso do Sul
Joao,Gomes,male,55,101.1,176,A+,Rio de Janeiro
Gabrielly,Araujo,female,71,98.1,171,B+,Minas Gerais
João,Rocha,male,61,80.9,182,AB+,Ceará
Bruna,Pereira,female,32,59.9,158,B+,São Paulo
Carolina,Araujo,female,73,96.3,167,A+,Rio de Janeiro
Beatriz,Cavalcanti,female,55,90.6,168,A+,Ceará
Gustavo,Santos,male,66,69.2,164,B+,Espírito Santo
Emilly,Souza,female,35,72.8,165,O+,Santa Catarina
Marina,Barros,female,77,64.6,160,AB+,São Paulo
Gabrielle,Souza,female,51,66.4,174,B+,Distrito Federal
Gustavo,Carvalho,male,58,89.2,172,A+,Distrito Federal
Guilherme,Ferreira,male,23,75.9,174,A-,São Paulo
Mariana,Almeida,female,59,74.8,155,O-,Minas Gerais
Isabella,Goncalves,female,74,93.5,159,O-,Paraná
Ágatha,Cavalcanti,female,77,55.4,157,B+,São Paulo
Eduarda,Pereira,female,33,55.4,173,B+,Rio de Janeiro
Luís,Barbosa,male,59,84.0,185,A+,São Paulo
Ana,Gomes,female,23,55.8,175,O+,São Paulo
Martim,Barros,male,52,81.7,166,A+,Ceará
Fábio,Rodrigues,male,63,77.8,169,O+,Rio Grande do Sul
Bruna,Martins,female,69,84.3,162,O+,São Paulo
Nicole,Goncalves,female,63,95.1,161,O+,Pará
Gabrielly,Gomes,female,43,89.3,159,A+,São Paulo
Brenda,Melo,female,81,89.3,169,B+,Minas Gerais
Larissa,Cavalcanti,female,44,96.6,157,A+,São Paulo
Luan,Oliveira,male,45,64.9,182,A-,Santa Catarina
Larissa,Fernandes,female,36,100.3,167,B+,São Paulo
Giovana,Fernandes,female,48,51.3,170,O+,Paraná
Eduardo,Almeida,male,84,76.4,165,A-,Minas Gerais
Lavinia,Azevedo,female,25,50.7,171,A-,São Paulo
Tânia,Ferreira,female,65,82.6,171,O+,Pernambuco
Sophia,Rodrigues,female,82,79.3,165,O+,São Paulo
Matheus,Silva,male,34,76.1,173,A+,São Paulo
Emily,Barros,female,69,85.1,160,O+,São Paulo
Livia,Ribeiro,female,66,82.6,158,O+,Minas Gerais
Matilde,Rocha,female,85,78.9,151,O+,São Paulo
Giovanna,Correia,female,74,62.7,157,AB+,Santa Catarina
Fábio,Silva,male,81,92.8,178,A-,Santa Catarina
Luiza,Souza,female,64,66.6,163,O+,São Paulo
Fábio,Oliveira,male,21,99.9,173,B+,São Paulo
Sophia,Alves,female,73,88.8,162,O+,Rio Grande do Sul
Thiago,Gomes,male,70,75.1,178,O+,Mato Grosso
André,Almeida,male,19,90.2,167,A+,São Paulo
Letícia,Rocha,female,56,71.0,160,O+,Pernambuco
Murilo,Alves,male,22,101.8,175,O-,Rondônia
Evelyn,Fernandes,female,53,61.9,154,O-,São Paulo
Mariana,Araujo,female,25,91.5,163,B+,Mato Grosso do Sul
Marina,Lima,female,58,54.6,161,B+,Distrito Federal
Matheus,Martins,male,67,105.5,176,O+,São Paulo
Nicolash,Cavalcanti,male,23,73.3,186,O+,Minas Gerais
Julieta,Oliveira,female,61,74.7,166,O+,Ceará
Melissa,Pereira,female,81,77.1,167,A+,São Paulo
Erick,Dias,male,23,88.3,187,B+,São Paulo
Renan,Correia,male,42,105.6,167,O+,São Paulo
Lavinia,Correia,female,54,96.6,174,B+,Paraná
Matheus,Barros,male,42,92.4,189,A+,Rondônia
Arthur,Dias,male,42,74.8,167,B+,Rio de Janeiro
Diogo,Oliveira,male,66,94.5,169,O-,Piauí
Rebeca,Ribeiro,female,60,63.4,173,A+,Bahia
Rafaela,Castro,female,72,73.7,155,O+,Ceará
Pedro,Araujo,male,64,101.3,180,B+,São Paulo
Ana,Oliveira,female,32,98.4,165,AB-,Ceará
Leonardo,Castro,male,51,83.5,185,A+,Minas Gerais
Breno,Souza,male,75,72.3,179,A+,Espírito Santo
Beatriz,Castro,female,47,64.2,157,A+,São Paulo
Rodrigo,Araujo,male,20,61.6,164,A+,Santa Catarina
Isabelle,Rodrigues,female,41,99.3,171,B+,São Paulo
Marcos,Cardoso,male,54,84.8,177,A-,Minas Gerais
João,Goncalves,male,42,78.6,177,O+,Rio Grande do Norte
Leonor,Correia,female,80,84.3,158,A-,Ceará
